Date,High,Low,Open,Close,Volume,Adj Close
2014-01-07,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-08,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-09,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-10,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-13,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-14,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-15,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-16,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-17,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-21,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-22,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-23,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-24,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-27,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-28,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-29,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-30,16.0,16.0,16.0,16.0,0.0,16.0
2014-01-31,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-03,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-04,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-05,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-06,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-07,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-10,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-11,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-12,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-13,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-14,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-18,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-19,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-20,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-21,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-24,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-25,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-26,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-27,16.0,16.0,16.0,16.0,0.0,16.0
2014-02-28,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-03,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-04,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-05,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-06,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-07,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-10,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-11,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-12,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-13,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-14,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-17,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-18,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-19,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-20,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-21,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-24,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-25,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-26,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-27,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-28,16.0,16.0,16.0,16.0,0.0,16.0
2014-03-31,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-01,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-02,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-03,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-04,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-07,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-08,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-09,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-10,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-11,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-14,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-15,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-16,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-17,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-21,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-22,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-23,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-24,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-25,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-28,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-29,16.0,16.0,16.0,16.0,0.0,16.0
2014-04-30,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-01,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-02,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-05,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-06,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-07,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-08,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-09,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-12,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-13,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-14,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-15,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-16,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-19,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-20,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-21,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-22,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-23,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-27,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-28,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-29,16.0,16.0,16.0,16.0,0.0,16.0
2014-05-30,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-02,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-03,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-04,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-05,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-06,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-09,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-10,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-11,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-12,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-13,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-16,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-17,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-18,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-19,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-20,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-23,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-24,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-25,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-26,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-27,16.0,16.0,16.0,16.0,0.0,16.0
2014-06-30,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-01,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-02,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-03,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-07,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-08,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-09,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-10,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-11,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-14,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-15,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-16,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-17,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-18,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-21,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-22,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-23,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-24,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-25,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-28,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-29,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-30,16.0,16.0,16.0,16.0,0.0,16.0
2014-07-31,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-01,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-04,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-05,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-06,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-07,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-08,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-11,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-12,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-13,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-14,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-15,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-18,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-19,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-20,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-21,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-22,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-25,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-26,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-27,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-28,16.0,16.0,16.0,16.0,0.0,16.0
2014-08-29,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-02,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-03,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-04,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-05,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-08,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-09,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-10,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-11,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-12,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-15,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-16,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-17,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-18,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-19,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-22,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-23,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-24,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-25,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-26,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-29,16.0,16.0,16.0,16.0,0.0,16.0
2014-09-30,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-01,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-02,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-03,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-06,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-07,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-08,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-09,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-10,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-13,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-14,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-15,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-16,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-17,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-20,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-21,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-22,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-23,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-24,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-27,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-28,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-29,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-30,16.0,16.0,16.0,16.0,0.0,16.0
2014-10-31,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-03,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-04,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-05,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-06,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-07,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-10,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-11,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-12,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-13,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-14,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-17,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-18,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-19,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-20,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-21,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-24,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-25,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-26,16.0,16.0,16.0,16.0,0.0,16.0
2014-11-28,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-01,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-02,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-03,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-04,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-05,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-08,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-09,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-10,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-11,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-12,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-15,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-16,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-17,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-18,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-19,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-22,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-23,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-24,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-26,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-29,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-30,16.0,16.0,16.0,16.0,0.0,16.0
2014-12-31,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-02,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-05,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-06,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-07,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-08,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-09,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-12,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-13,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-14,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-15,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-16,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-20,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-21,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-22,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-23,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-26,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-27,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-28,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-29,16.0,16.0,16.0,16.0,0.0,16.0
2015-01-30,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-02,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-03,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-04,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-05,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-06,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-09,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-10,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-11,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-12,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-13,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-17,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-18,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-19,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-20,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-23,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-24,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-25,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-26,16.0,16.0,16.0,16.0,0.0,16.0
2015-02-27,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-02,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-03,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-04,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-05,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-06,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-09,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-10,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-11,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-12,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-13,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-16,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-17,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-18,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-19,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-20,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-23,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-24,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-25,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-26,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-27,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-30,16.0,16.0,16.0,16.0,0.0,16.0
2015-03-31,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-01,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-02,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-06,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-07,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-08,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-09,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-10,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-13,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-14,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-15,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-16,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-17,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-20,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-21,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-22,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-23,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-24,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-27,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-28,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-29,16.0,16.0,16.0,16.0,0.0,16.0
2015-04-30,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-01,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-04,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-05,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-06,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-07,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-08,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-11,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-12,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-13,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-14,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-15,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-18,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-19,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-20,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-21,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-22,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-26,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-27,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-28,16.0,16.0,16.0,16.0,0.0,16.0
2015-05-29,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-01,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-02,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-03,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-04,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-05,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-08,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-09,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-10,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-11,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-12,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-15,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-16,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-17,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-18,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-19,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-22,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-23,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-24,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-25,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-26,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-29,16.0,16.0,16.0,16.0,0.0,16.0
2015-06-30,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-01,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-02,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-06,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-07,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-08,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-09,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-10,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-13,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-14,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-15,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-16,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-17,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-20,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-21,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-22,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-23,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-24,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-27,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-28,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-29,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-30,16.0,16.0,16.0,16.0,0.0,16.0
2015-07-31,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-03,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-04,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-05,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-06,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-07,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-10,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-11,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-12,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-13,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-14,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-17,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-18,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-19,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-20,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-21,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-24,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-25,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-26,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-27,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-28,16.0,16.0,16.0,16.0,0.0,16.0
2015-08-31,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-01,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-02,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-03,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-04,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-08,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-09,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-10,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-11,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-14,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-15,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-16,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-17,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-18,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-21,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-22,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-23,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-24,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-25,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-28,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-29,16.0,16.0,16.0,16.0,0.0,16.0
2015-09-30,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-01,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-02,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-05,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-06,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-07,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-08,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-09,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-12,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-13,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-14,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-15,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-16,16.0,16.0,16.0,16.0,0.0,16.0
2015-10-19,16.0,16.0,16.0,16.0,0.0,16.0
